"tid";"hastagname"
690967228640923648;"NewLeadership"
690967506547113984;"coleg"
690967506547113984;"copolitics"
690970471978807296;"Kasich4Us"
690974502902239233;"blizzard2016"
690975213840928768;"blizzard2016"
690979152640409600;"spjbbj"
690980938608607232;"copolitics"
690981011023360001;"FITN"
690981011023360001;"nhpolitics"
690981011023360001;"WMUR"
690983896377327616;"FITN"
690983896377327616;"nhpolitics"
690983896377327616;"wmur"
690984550575513601;"blizzard2016"
690985444364959744;"FITN"
690985444364959744;"nhpolitics"
690985444364959744;"wmur"
690985803242172416;"FITN"
690985803242172416;"nhpolitics"
690985803242172416;"wmur"
690987235789946882;"FITN"
690987235789946882;"nhpolitics"
690987801442148354;"INLegis"
690988969933217792;"ncgov"
690991290310197248;"IACaucus"
690991290310197248;"MakeAmericaGreatAgain"
690992894702792704;"Marcomentum"
690993799749726208;"firstinthewest"
690993799749726208;"rural"
690995695382192128;"CarsonFlatTax"
690998846042849281;"DPS"
690998846042849281;"FlintWaterCrisis"
690999037063987200;"TNLeg"
691003256231837697;"blizzard2016"
691010240364613636;"INLegis"
691013266584137728;"Trump2016"
691014609864564736;"FirstintheWest"
691014609864564736;"NVDemsCaucus"
691015002325528576;"istandup"
691020884535017473;"horsepower"
691022817547177984;"NE02"
691023249078128641;"NE02"
691025330811867138;"INLegis"
691027954999152644;"FITN"
691028497272180738;"NM"
691028497272180738;"nmleg"
691032719090851841;"IAcaucus"
691036066170720256;"blizzard2016"
691036066170720256;"drzhivago"
691039011897499648;"INLegis"
691040057675927552;"ImWithHer"
691041390730457088;"snowmaggedon"
691041390730457088;"WashingtonMardiGras"
691043663485382656;"IAcaucus"
691045486380322816;"Blizzard2016"
691051634823163904;"INLegis"
691051804038070272;"copolitics"
691059930867044352;"wrong"
691060093534801921;"TDOT"
691060868323397632;"OnThisDay"
691065887088992256;"NE02"
691065887088992256;"RestoreTheVote"
691070574077022208;"INLegis"
691072666787299328;"PovertyAwareness"
691074045467426816;"Blizzard2016"
691076385151041536;"nhpolitics"
691085679577686017;"INLegis"
691100220407582720;"NewYorkValues"
691108936376684544;"azstem2016"
691108953636356096;"azstem2016"
691159276442619905;"AKleg"
691159276442619905;"Alaska"
691159276442619905;"Russia"
691186141756674048;"Excellent"
691189883939872768;"AmericaGreatAgain"
691241402051792897;"mepolitics"
691244131876757504;"StopTollsNow"
691253916323946496;"mepolitics"
691262971008393216;"pawx"
691262971008393216;"winterstorm"
691271894574637056;"MTP"
691273989264654336;"mepolitics"
691276412666261504;"Trump2016"
691282807801384960;"winterstorm"
691283126933393408;"pawx"
691283126933393408;"winterstorm"
691283243551834112;"pawx"
691283243551834112;"winterstorm"
691283674936008706;"pawx"
691283674936008706;"winterstorm"
691283817143885824;"pawx"
691283817143885824;"winterstorm"
691284093749858304;"pawx"
691284093749858304;"winterstorm"
691284301342720001;"pawx"
691284301342720001;"winterstorm"
691284963409412096;"pawx"
691284963409412096;"winterstorm"
691285339353251840;"pawx"
691285339353251840;"winterstorm"
691287273996886017;"IACaucus"
691287273996886017;"Trump2016"
691289844656553984;"INLegis"
691291334645166080;"IACaucus"
691292485654487041;"NE02"
691292821450391552;"NationalComplimentDay"
691297383691333632;"msleg"
691300713524101120;"coleg"
691300713524101120;"copolitics"
691300713524101120;"tcot"
691300873440374784;"Coleg"
691300873440374784;"Copolitics"
691301444691988481;"coleg"
691301444691988481;"copolitics"
691301444691988481;"gop"
691301444691988481;"tcot"
691304923514982400;"KnockingOnNashua"
691305432120295424;"iacaucus"
691305723855114241;"iacaucus"
691306512984051712;"iacaucus"
691306512984051712;"Snapchat"
691307178351661056;"coleg"
691307178351661056;"copolitics"
691311650683551744;"copolitics"
691320020618645504;"INLegis"
691321008028946432;"FITN"
691324657773867008;"NE02"
691327166013841408;"coleg"
691327166013841408;"copolitics"
691328574146490368;"IACaucus"
691336023029239808;"LeadRight2016"
691337560883228672;"NVDemsCaucus"
691340964372197376;"tx2016"
691341934967652352;"AFCChampionship"
691342263721398272;"coleg"
691342263721398272;"copolitics"
691342263721398272;"gobroncos"
691342331467812866;"BernieInIA"
691343560361152512;"IAcaucus"
691344079024566272;"iacaucus"
691345368726962176;"iacaucus"
691345803227443200;"iacaucus"
691346079833456640;"iacaucus"
691346983940857857;"iacaucus"
691347179802345472;"Kasich4Us"
691347179802345472;"YouthVote"
691347310035472384;"Kasich4Us"
691347785266761728;"iacaucus"
691348167216902145;"iacaucus"
691348451288698880;"iacaucus"
691349037430108161;"iacaucus"
691349388476575744;"iacaucus"
691349992196304896;"iacaucus"
691352357540474880;"iacaucus"
691355219221831680;"AFCChampionship"
691357538319622144;"pasenate"
691357538319622144;"winterstorm"
691357561220681728;"INLegis"
691357815244390400;"8NN"
691358321366814720;"KeepKLASTV"
691366453010939904;"FITN"
691366453010939904;"Trump2016"
691367292404236288;"coleg"
691367292404236288;"copolitics"
691367471043850240;"coleg"
691367471043850240;"copolitics"
691367471043850240;"keepitpublic"
691367709515186176;"coleg"
691367709515186176;"copolitics"
691367709515186176;"KeepItPublic"
691368707197505536;"copolitics"
691371484766420992;"Kasich4Us"
691374353712353280;"pasenate"
691374353712353280;"winterstorm"
691376730536148993;"Alaska"
691376730536148993;"earthquake"
691380304066519040;"INLegis"
691381090389340162;"NEvsDEN"
691381497740267524;"MakeAmericaGreatAgain"
691382705217523712;"VoteTrump"
691398832760852480;"mdpolitics"
691398924012122112;"iacaucus"
691403799122956288;"BRONCOS"
691403799122956288;"NEvsDEN"
691403799122956288;"UnitedInOrange"
691404053331341313;"AHHHHHHHH"
691404991894949888;"NEvsDEN"
691408313817395200;"iacaucus"
691409639229902849;"8NN"
691410264554516480;"coleg"
691410264554516480;"copolitics"
691410264554516480;"tcot"
691411079717588993;"GBO"
691411079717588993;"peytonforthewin"
691411079717588993;"PeytonManning"
691411079717588993;"TNGOP"
691411079717588993;"VOLS"
691417551809589248;"AKgov"
691417551809589248;"AKleg"
691418297451974656;"coleg"
691418297451974656;"copolitics"
691418297451974656;"tcot"
691418460379680768;"Earthquake"
691418811375886336;"akearthquake"
691418811375886336;"akquake"
691419229497634820;"earthquake"
691420546165149696;"GoBroncos"
691420546165149696;"UnitedInOrange"
691429135252656128;"INLegis"
691433827193851904;"AZvsCAR"
691433964016304129;"America"
691433964016304129;"GOP"
691433964016304129;"sonofameatcutter"
691452457570795520;"coleg"
691452457570795520;"copolitics"
691452457570795520;"gop"
691452457570795520;"tcot"
691452675997564928;"IowaCaucus"
691454956478472192;"iacaucus"
691455444259344384;"KeepPounding"
691455784664825856;"KeepPounding"
691455784664825856;"Panthers"
691455999107076096;"KeepPounding"
691455999107076096;"Panthers"
691455999107076096;"SuperBowl"
691459992306618369;"DemsGetItDone"
691459992306618369;"laelex"
691459992306618369;"lagov"
691471643982614528;"MakeAmericaGreatAgain"
691471643982614528;"trump2016"
691471643982614528;"With_Cruz_you_lose"
691472012750016513;"makeamericagreatagain"
691472012750016513;"trump"
691472012750016513;"WeAreBernie"
691472012750016513;"WeWantTrump"
691478473517461509;"XFiles"
691584834943123456;"moleg"
691594547701420034;"kyga16"
691601261095886848;"moleg"
691603091175653376;"msleg"
691604776669282305;"Guilford"
691608968230080514;"Sayfie"
691614582884954113;"MakeAmericaGreatAgain"
691614582884954113;"Trump2016"
691617819717455872;"INLegis"
691617821130932224;"INLegis"
691618223800852480;"Trump2016"
691623574944108545;"copolitics"
691623574944108545;"gop"
691623574944108545;"tcot"
691626418917085185;"neleg"
691626480678207488;"neleg"
691626480678207488;"unicam"
691626616791789572;"coleg"
691626616791789572;"copolitics"
691627810780131328;"copolitics"
691628448695975938;"coleg"
691628448695975938;"copolitics"
691628448695975938;"cosen"
691629651790266372;"sayfie"
691630691029643264;"Medicare"
691632943501070337;"INLegis"
691635552215523330;"TeamLuAnn"
691635552215523330;"VA10"
691636793406537728;"INLegis"
691637195099090944;"Iowa"
691638394607247360;"CleanUpAlbany"
691643054424346624;"copolitics"
691643284137996288;"coleg"
691643284137996288;"copolitics"
691644239269134336;"coleg"
691644239269134336;"copolitics"
691644239269134336;"tcot"
691645406380449792;"mapoli"
691646828933046272;"BerniesYearning"
691646828933046272;"FeelTheBern"
691647165370859525;"Ohio"
691647165370859525;"Sebring"
691647165370859525;"Water"
691647592883691520;"Ohio"
691647592883691520;"Sebring"
691647592883691520;"water"
691647660692889600;"NDAFW"
691648606172893185;"DPS"
691648606172893185;"FlintWaterCrisis"
691648739824406528;"fitn"
691648855016734720;"azgop"
691648880467939328;"sayfie"
691649261730025472;"priorities"
691651606207553536;"tx2016"
691651914744762369;"mogop"
691652943636996098;"vted"
691652943636996098;"vtpoli"
691653799400841216;"FITN"
691654040246165505;"wvlegis"
691654351803125760;"patients"
691655264898945024;"Florida"
691655545808269313;"coleg"
691655545808269313;"copolitics"
691656361369833473;"LiftTheCap"
691657971063996417;"Kasich4Us"
691658316372668416;"NCGOV"
691659304957562880;"medex"
691659304957562880;"wyleg"
691659304957562880;"wyoming"
691659304957562880;"wypol"
691659996241592321;"Democratas"
691660314794921984;"Democratas"
691660884821872641;"Democratas"
691660884821872641;"RaiseTheWage"
691664506527825920;"oil"
691664760476192768;"Democratas"
691664915044655104;"Ohio"
691664915044655104;"Sebring"
691664915044655104;"Water"
691666161189175297;"NY4ReproHealth"
691666631492263936;"mapoli"
691667205277249536;"kyga16"
691668777331748864;"kyga16"
691669173634662400;"ReproHealth"
691669320884162561;"ncgov"
691669388336848897;"coleg"
691669388336848897;"copolitics"
691671730872545280;"Kasich4Us"
691671730872545280;"nhpolitics"
691674022023557120;"4H"
691674022023557120;"coleg"
691674022023557120;"copolitics"
691674553114849281;"RIPWorsley"
691675218444615681;"coleg"
691675218444615681;"copolitics"
691675415966920706;"wyleg"
691675415966920706;"wypol"
691676388747800576;"utleg"
691676388747800576;"utpol"
691676825689280512;"akleg"
691676825689280512;"fy2017"
691678037457244160;"neleg"
691679924286013440;"fitn"
691680061527691264;"nmleg"
691680061527691264;"nmpol"
691680220152238080;"wvpol"
691682020884246528;"Democratas"
691682055080452096;"StopHillary"
691682149725003777;"profitoverpeople"
691682212547207168;"coleg"
691682212547207168;"copolitics"
691683139060666368;"Toledo"
691683139060666368;"women"
691683183566295040;"tx2016"
691683870664724480;"GOPDebate"
691684917940387840;"akleg"
691685615415496707;"IACaucus"
691685615415496707;"MakeAmericaGreatAgain"
691685615415496707;"Trump2016"
691685797204865025;"akleg"
691685851655475200;"INLegis"
691686478032740357;"akleg"
691686685764161537;"waedu"
691686685764161537;"waleg"
691686752394719232;"NM"
691686752394719232;"nmleg"
691686752394719232;"nmpol"
691687335285514240;"laelex"
691687335285514240;"lagov"
691688910716424192;"akleg"
691690492346683392;"mepolitics"
691691268464709632;"MedEx"
691691268464709632;"wyleg"
691691268464709632;"wypol"
691691336928477184;"GOPDebate"
691691336928477184;"Kasich4Us"
691691779016404992;"nved"
691691779016404992;"nvleg"
691691840836354052;"Ohio"
691691840836354052;"Sebring"
691693985346093056;"coleg"
691693985346093056;"copolitics"
691694203248709633;"sayfie"
691694677758611456;"Ohio"
691694677758611456;"Sebring"
691695548005425152;"akleg"
691695781712007168;"coleg"
691695781712007168;"copolitics"
691695921180995584;"akleg"
691696256452657152;"akleg"
691696430763810816;"coleg"
691696430763810816;"copolitics"
691697018008240128;"RefugioOilSpill"
691697018008240128;"sb414"
691697420699320320;"azleg"
691698161883222016;"iacaucus"
691699195523133440;"coleg"
691699195523133440;"copolitics"
691699195523133440;"KeepItPublic"
691699924384124931;"nvleg"
691700688724717569;"azleg"
691700892651749376;"iacaucus"
691701314611474433;"FlintWaterCrisis"
691701586347761666;"Coleg"
691701586347761666;"copolitics"
691703191516418049;"FlintWaterCrisis"
691704134915985408;"FlintWaterCrisis"
691704471534067712;"Flint"
691704471534067712;"FlintWaterCrisis"
691704647216529408;"CyberSecurity"
691704790502346752;"akleg"
691706174635384832;"ATT"
691706590043488258;"journalism"
691706590043488258;"Nieman"
691706611581259776;"FlintWaterCrisis"
691706849934987264;"wyleg"
691706849934987264;"wypol"
691707135562948608;"MedEx"
691707135562948608;"wyleg"
691707135562948608;"wypol"
691708018032033792;"100Eyes"
691708497466097664;"INLegis"
691709455197704194;"Flint"
691709455197704194;"FlintWaterCrisis"
691709981171814401;"FITN"
691709981171814401;"IACaucus"
691709981171814401;"Trump2016"
691709981171814401;"VoteTrump"
691711165932531712;"waleg"
691711832956899328;"coleg"
691711832956899328;"copolitics"
691711832956899328;"KeepItPublic"
691712259924430848;"me02"
691712259924430848;"mepolitics"
691712624329781248;"longreads"
691713100349841409;"Juneau"
691713100349841409;"Monday"
691713607567040516;"waleg"
691715367513821184;"mapoli"
691716414927835136;"IACaucus"
691716414927835136;"NewLeadership"
691718532200013825;"NYSenate"
691718656187842560;"DPS"
691719056714366976;"iacaucus"
691720657143353344;"SchoolChoiceWeek"
691721940722176000;"ncgov"
691721940722176000;"ncpol"
691722159710810112;"nvleg"
691722159710810112;"SD15"
691723793950216192;"ncpol"
691723793950216192;"schoolchoiceweek"
691726110002941952;"vtpoli"
691726348507811840;"waedu"
691726348507811840;"waleg"
691726747415375872;"akleg"
691726960423211009;"Flint"
691726960423211009;"FlintWaterCrisis"
691727453618839552;"Duceysonglyrics"
691727620828958724;"INLegis"
691727642677092352;"NYSenate"
691728624907612164;"iacaucus"
691729276316438529;"OMalleyUnplugged"
691729523570806784;"IAcaucus"
691730126317289472;"coleg"
691730126317289472;"copolitics"
691730815135326210;"Duluth"
691730815135326210;"HoytLakes"
691730815135326210;"onlyinmn"
691732855521607680;"waleg"
691733317553655809;"kyga16"
691735071766609920;"akleg"
691735246648135680;"NM"
691735246648135680;"nmleg"
691735430715191296;"akleg"
691736199174733824;"FallingDown"
691736537436786688;"nmleg"
691736994741903363;"medicaid"
691737105731420160;"iacaucus"
691737170537771012;"FlintWaterCrisis"
691737643768532993;"medicaid"
691738521376268292;"kyga16"
691739522065940481;"kyga16"
691741033516785664;"nmleg"
691741525169029122;"kyga16"
691741525169029122;"SB72"
691742492350357509;"msleg"
691743247329333250;"msleg"
691743450094551040;"kyga16"
691743686888181760;"kyga16"
691744116128874496;"coleg"
691744589548486656;"iaedfuture"
691744589548486656;"ialegis"
691745204714496000;"medicaid"
691745796128165888;"FITN"
691746141206102016;"FlintWaterCrisis"
691746141206102016;"weacarea2schools"
691747606788059137;"alisocanyon"
691747606788059137;"CAleg"
691747606788059137;"PorterRanch"
691747782823186432;"msleg"
691747958145073153;"mepolitics"
691748129960497152;"msleg"
691748210688266241;"msleg"
691748323485614080;"nvleg"
691748323485614080;"SD15"
691748362056515584;"msleg"
691748648586211328;"msleg"
691748826294697984;"msleg"
691749061339267072;"msleg"
691749336363974656;"msleg"
691751623844974592;"NM"
691751623844974592;"nmleg"
691753037837291520;"tx2016"
691753126416617472;"coleg"
691753126416617472;"copolitics"
691756038056468480;"nmleg"
691756118318714881;"iacaucus"
691756118318714881;"ImWithHer"
691756214699454464;"mtleg"
691756214699454464;"mtnews"
691756214699454464;"mtpol"
691758281463697408;"CaliforniaStateCapitol"
691758281463697408;"JerryWest"
691758281463697408;"Lakers"
691758281463697408;"sd32"
691758281463697408;"SenatorTonyMendoza"
691759674840977409;"SECprimary"
691761268504535040;"DemTownhall"
691763074018209793;"CO"
691764010245591040;"azleg"
691768234555641857;"nmleg"
691768234555641857;"nmpol"
691768284014862336;"coleg"
691768284014862336;"copolitics"
691768284014862336;"tcot"
691768786458771456;"coleg"
691768786458771456;"copolitics"
691768786458771456;"standwithtrapper"
691770208927752193;"IowaCaucus"
691770256268922880;"FITN"
691770297272369152;"medicaid"
691770656199962624;"coleg"
691770656199962624;"copolitics"
691771329868079105;"Kasich4Us"
691771329868079105;"SocialSecurity"
691772605498396672;"me02"
691772605498396672;"mepolitics"
691772653267456002;"INLegis"
691775095040245762;"mdpolitics"
691775840640765956;"Kasich4Us"
691776249199468544;"FITN"
691776249199468544;"Momentum"
691776364693864448;"DemTownHall"
691777607923175424;"coleg"
691777607923175424;"copolitics"
691777607923175424;"tcot"
691777725472870403;"vtpoli"
691780821175373824;"MDGA16"
691782086613667841;"RFRA"
691785346791645184;"LGBT"
691787386829807619;"EqualPay"
691787386829807619;"Michigan"
691788755364110338;"DemForum"
691795236377395200;"Coleg"
691795236377395200;"copolitics"
691795236377395200;"tcot"
691795248876400640;"DemTownHall"
691795987644485634;"NE02"
691799325916160003;"IACaucus"
691800452208398336;"readingcomprehension"
691801484435001345;"stepyourgameup"
691801495612854272;"DemTownHall"
691801495612854272;"Iowa"
691802114985738241;"StandWithPP"
691803135992598529;"INLegis"
691803264921247746;"DemTownHall"
691803891764203523;"DemTownHall"
691804038250258432;"DemTownHall"
691804071158812673;"DemTownHall"
691804071158812673;"FeelTheBern"
691804389682593793;"DemTownHall"
691804389682593793;"FeelTheBern"
691805109894905856;"DemTownHall"
691805297657171969;"DemTownHall"
691806634570584064;"DemTownHall"
691806794151301124;"DemTownHall"
691807762859294720;"DemTownHall"
691809933470343169;"FITN"
691809933470343169;"Trump2016"
691810489500897281;"journalism"
691814153305071620;"DemTownHall"
691814376358158336;"NM"
691814376358158336;"nmleg"
691814452753256450;"DemTownHall"
691814985534717952;"DemTownHall"
691815138278690817;"Demtownhall"
691815591309660166;"pasenate"
691816520511549440;"DemTownHall"
691817046762504192;"1percentcandidate"
691818629621534720;"DemTownHall"
691819262533591040;"DemTownHall"
691820379392704512;"coleg"
691820379392704512;"copolitics"
691820379392704512;"tcot"
691822436174688256;"TNGOP"
691824582270001159;"DemTownHall"
691825284576907264;"DemTownHall"
691825455498969088;"DemTownHall"
691825943871131648;"NY19"
691826469002149896;"DemTownHall"
691827916976603138;"fitn"
691827916976603138;"nhpolitics"
691829059932852225;"DemTownHall"
691830057459912705;"DemTownHall"
691830993997684736;"ToddAkin"
691832659392208896;"DemTownHall"
691833685717487617;"NVDemsCaucus"
691836519217127424;"DemTownHall"
691837336095711232;"DemTownHall"
691837336095711232;"KUvsISU"
691837336095711232;"TNGOP"
691839457776046081;"tx2016"
691840125345648641;"yepscjourno"
691841437978251265;"DemTownHall"
691872664181432321;"Oregonstandoff"
691951929765724160;"RFRA"
691952260293791744;"kyga16"
691955023425613826;"tx2016"
691966344556892160;"mdpolitics"
691970020373598209;"StopTollsRI"
691970020373598209;"TrucksNowCarsLater"
691975603537494016;"Sterling"
691976411167363073;"copolitics"
691978738955874304;"INLegis"
691979604374994944;"INLegis"
691980595585396736;"azgop"
691982817010569216;"PAGovt"
691982817010569216;"PASenate"
691985673943912448;"kyga16"
691985673943912448;"SB20"
691986283195977728;"kyga16"
691986283195977728;"SB20"
691989383289905152;"kyga16"
691989383289905152;"SB20"
691991560129531905;"INLegis"
691991560129531905;"LGBT"
691991560129531905;"RFRA"
691992328140132352;"PASenate"
691992498500157444;"Glastonbury"
691994667467038723;"kyga16"
691994667467038723;"SB20"
691995358159745024;"coleg"
691995358159745024;"copolitics"
691995358159745024;"tcot"
691997243017183232;"sayfie"
691998136848531457;"mepolitics"
691998201084182533;"iacaucus"
691999461959012352;"Michigan"
692000048478097408;"kyga16"
692000115800825858;"MakeAmericaGreatAgain"
692000115800825858;"Trump2016"
692002060850450432;"INLegis"
692002060850450432;"LGBT"
692002060850450432;"RFRA"
692002708333674496;"kyga16"
692002708333674496;"SB17"
692003486385442817;"kyga16"
692003486385442817;"SB17"
692003878368366592;"SchoolChoice"
692004100926525440;"kyga16"
692004100926525440;"SB19"
692005185779015680;"FlintWaterCrisis"
692005286069047296;"kyga16"
692005286069047296;"SB19"
692006339040538624;"Coleg"
692006339040538624;"copolitics"
692006339040538624;"tcot"
692006501074862080;"nmleg"
692006501074862080;"nmpol"
692007107961450501;"costatownhall"
692007440079003648;"neleg"
692007560849801216;"transparency"
692008989681393665;"PASenate"
692009460080873473;"laelex"
692009910272393216;"MDGA16"
692009910272393216;"mdpolitics"
692010202724470784;"MDGA16"
692010366323298304;"costatownhall"
692010395867807745;"coleg"
692010395867807745;"copolitics"
692010395867807745;"tcot"
692010433176297473;"INLegis"
692010893639577605;"Bernie2016"
692013761222279169;"Albany"
692013761222279169;"Albanytincupday"
692014088994607104;"kyga16"
692014389734543360;"albanytincupday"
692016668789243905;"coleg"
692016668789243905;"copolitics"
692016926516580353;"NM"
692016926516580353;"nmleg"
692017120385716224;"coleg"
692017673287417856;"WVDems"
692017673287417856;"WVWorkers"
692017963155742721;"sayfie"
692018253678415873;"IACaucus"
692018253678415873;"MakeAmericaGreatAgain"
692018329209298945;"coleg"
692018329209298945;"copolitics"
692019089385099264;"amwriting"
692019089385099264;"bizwriting"
692019089385099264;"editing"
692020545706131456;"Bernie2016"
692020802003279874;"JCOPE"
692021016055316480;"azhouse"
692021064226992128;"JCOPE"
692021187619082240;"copolitics"
692022271272173569;"NE02"
692022518241173504;"nhpolitics"
692023250415542272;"azleg"
692023947504816129;"NYSenate"
692023960796581888;"JCOPE"
692024225859645440;"akleg"
692024817705418753;"ReviveEdu"
692025310234185730;"JCOPE"
692025339812380672;"MakeAmericaGreatAgain"
692025339812380672;"Trump2016"
692026236353118208;"coleg"
692026236353118208;"copolitics"
692026236353118208;"tcot"
692026434953580545;"mapoli"
692026622619291648;"mapoli"
692026765414260736;"coleg"
692026765414260736;"copolitics"
692026765414260736;"gop"
692026765414260736;"tcot"
692027447265595393;"TBT"
692028260755075076;"HB4005"
692028260755075076;"wvpol"
692028645985091584;"vtpoli"
692030691312279552;"HB4005"
692030691312279552;"WVWorkers"
692031444739362816;"HB4005"
692031444739362816;"WVpol"
692031444739362816;"WVWorkers"
692032381734248449;"HB4005"
692032381734248449;"waronwages"
692032381734248449;"WVworkers"
692032455277154304;"FITN"
692032455277154304;"Momentum"
692032455277154304;"relentless"
692033001547403264;"coleg"
692033001547403264;"copolitics"
692033001547403264;"KeepItPublic"
692033001547403264;"PublicLandsDay"
692034413274726400;"ncgov"
692034413274726400;"ncpol"
692035535334830082;"coleg"
692035535334830082;"copolitics"
692035535334830082;"epa"
692035970879754240;"DPS"
692036338267222016;"HoldStrong"
692036338267222016;"iacaucus"
692038165264146433;"copolitics"
692044925823635456;"coleg"
692044925823635456;"Lakewood"
692045255470780416;"iacaucus"
692045620572348416;"mogov"
692045634983956480;"AKleg"
692045676079874048;"GOPdebate"
692045822855217152;"AKgov"
692045822855217152;"AKleg"
692046197209497601;"ORLeg"
692046197209497601;"orpol"
692046209226260480;"nced"
692046209226260480;"ncga"
692046209226260480;"ncgov"
692046209226260480;"ncpol"
692046531172638720;"albanytincupday"
692048221389070337;"INLegis"
692048925067317248;"nmleg"
692048925067317248;"nmpol"
692049590158127104;"akleg"
692049799261130752;"pasenate"
692052512803655681;"AKleg"
692052512803655681;"PowerPointSlidesOutOfContext"
692052660770344960;"BTV"
692052660770344960;"vtpoli"
692053224807866370;"sayfie"
692054272511311872;"PublicLands"
692054488572530689;"coleg"
692054488572530689;"copolitics"
692054488572530689;"KeepItPublic"
692055557272784896;"ncgov"
692055557272784896;"ncpol"
692055740253609984;"pasenate"
692055915948695553;"nmleg"
692055926082269186;"PAGovt"
692055926082269186;"PASenate"
692055995175047168;"cmsgov"
692056674165600256;"BTV"
692056674165600256;"RenewalAwards"
692058250229972992;"momentum"
692058501464477696;"AKgov"
692058501464477696;"AKleg"
692058690724036608;"AKleg"
692058790510735360;"waleg"
692059677463437312;"LDMO16"
692060187235110912;"ncgov"
692061094051979264;"NM"
692061094051979264;"nmleg"
692061380443156480;"NV03"
692062204846284800;"Kasich4Us"
692062204846284800;"nhpolitics"
692064160553771010;"AKleg"
692064160553771010;"Benchists"
692064160553771010;"Lobbyists"
692064674213425157;"kyga16"
692064987133534208;"ncpol"
692067076005974016;"INLegis"
692068058563739649;"Benson"
692068058563739649;"MobileOfficeHours"
692068058563739649;"NE02"
692068084627193856;"TransformationTuesday"
692068087630282752;"kyga16"
692068087630282752;"SB22"
692068087630282752;"SB46"
692068087630282752;"SB74"
692068875362508803;"kyga16"
692068875362508803;"SB22"
692069422295617538;"kyga16"
692069422295617538;"SB46"
692070280953516033;"kyga16"
692070280953516033;"SB46"
692070798031482881;"SCRoads"
692070952507686912;"kyga16"
692070952507686912;"SB74"
692071445703294977;"kyga16"
692071445703294977;"SB74"
692072243468341248;"kyga16"
692072413971025920;"kyga16"
692072438323113984;"IACaucus"
692072438323113984;"Trump2016"
692072856721559554;"AKleg"
692073061940621312;"kyga16"
692075026871296000;"mepolitics"
692075775512698880;"mepolitics"
692076008846049280;"kyga16"
692076008846049280;"SOTC16"
692076008846049280;"WeAreKY"
692076088114176001;"mepolitics"
692076643347750914;"mepolitics"
692077024710639620;"mepolitics"
692077608876388352;"waleg"
692078462211858433;"MyAbuela"
692078462211858433;"WordsThatDontDescribeHillary"
692079004401164289;"mepolitics"
692080958200086528;"AKleg"
692082050938044416;"mepolitics"
692082357965234176;"LiftTheCap"
692084908731150336;"ActOnClimate"
692086701326516225;"utleg"
692086701326516225;"utpol"
692087099449851905;"utleg"
692087099449851905;"utpol"
692088158343827457;"CandidCarson"
692089656259661824;"ActOnClimate"
692089723850874883;"CO"
692089723850874883;"PublicLandsDay"
692089736152748034;"StopHillary"
692091152170876930;"wypol"
692092633116704769;"BerneInMN"
692093215944654849;"Trump2016"
692093441266827264;"INLegis"
692093441266827264;"RFRA"
692094030382026752;"BernieInMN"
692094876339589120;"nhpolitics"
692095083668176896;"LGBT"
692095344797171712;"mepolitics"
692095637605646336;"coleg"
692095637605646336;"copolitics"
692096018867826688;"abq"
692096018867826688;"albuquerque"
692096018867826688;"newmexico"
692096018867826688;"nm"
692097447271731200;"fitn"
692097447271731200;"nhpolitics"
692099074464428032;"MoLeg"
692099580637351936;"mepolitics"
692099818915672064;"raisethewage"
692099900687912963;"pasenate"
692100028857339906;"raisethewage"
692100162076848128;"Borinqueneer"
692101868827181056;"copolitics"
692102220263723009;"ActOnClimate"
692103222987608064;"BernieInMN"
692103464520957952;"pasenate"
692103529947729920;"MakeAmericaGreatAgain"
692103529947729920;"Trump2016"
692103694465290240;"refugeecrisis"
692104599235219456;"txlege"
692104692596240384;"coleg"
692104692596240384;"copolitics"
692104692596240384;"tcot"
692104821126483969;"ActOnClimate"
692105001494147073;"BernieInMN"
692105542827909120;"happeningnow"
692105542827909120;"NationalBloodDonorMonth"
692105542827909120;"pasenate"
692106044529598464;"INLegis"
692106270925529088;"pasenate"
692106939308724224;"coleg"
692106939308724224;"copolitics"
692107664004902914;"pasenate"
692107664004902914;"YoungFarmers"
692108796563492866;"nmleg"
692109145789632521;"NE02"
692110357641445376;"happeningnow"
692110357641445376;"pasenate"
692110485928415233;"TransparencyCaucus"
692111462286954496;"pasenate"
692112954242809860;"ISTEP"
692114125221183489;"OHStandsWithPP"
692115092394098688;"HB294"
692115092394098688;"Ohio"
692115662899167236;"GOPDebate"
692116127116300294;"waleg"
692116800335642624;"HyperPartisanSquadGoals"
692116870363795456;"abortion"
692116870363795456;"HB294"
692116870363795456;"Ohio"
692119484707008512;"OHStandsWithPP"
692119940338360320;"GOP"
692119940338360320;"moleg"
692121075854020608;"msleg"
692122393750429696;"msleg"
692122663347712000;"akleg"
692122776723943426;"moleg"
692122987529670658;"GOPDebate"
692123201384620032;"akleg"
692123377046261760;"msleg"
692123922490376192;"HB294"
692123922490376192;"Ohio"
692123922490376192;"PlannedParenthood"
692123922490376192;"women"
692124689863413762;"AKleg"
692125795947560961;"msleg"
692126987645796352;"msleg"
692127311416659968;"msleg"
692127335760396290;"akleg"
692127335760396290;"SB23"
692127444229226496;"coleg"
692127444229226496;"copolitics"
692127444229226496;"epa"
692127444229226496;"tcot"
692127619215691779;"msleg"
692127886896205825;"msleg"
692128199220817921;"msleg"
692128256997351426;"CandidCarson"
692128483661709312;"msleg"
