"screen_name";"name";"sub_category";"category";"ofstate";"numFollowers";"numFollowing"
"ezraklein";"ezraklein";"";"";"";0;0
"F4R4D4YDC414";"F4R4D4YDC414";"";"";"";0;0
"fabulousmomblog";"fabulousmomblog";"";"";"";0;0
"facebook";"facebook";"";"";"";0;0
"FaceTheNation";"FaceTheNation";"";"";"";0;0
"factcheckdotorg";"factcheckdotorg";"";"";"";0;0
"factsfaraone";"factsfaraone";"";"";"";0;0
"FAFSA";"FAFSA";"";"";"";0;0
"Fahrenthold";"Fahrenthold";"";"";"";0;0
"FairbanksMorse";"FairbanksMorse";"";"";"";0;0
"fairbornherald";"fairbornherald";"";"";"";0;0
"fairerelections";"fairerelections";"";"";"";0;0
"fairess369";"fairess369";"";"";"";0;0
"FairfaxDems";"FairfaxDems";"";"";"";0;0
"FairfieldDV";"FairfieldDV";"";"";"";0;0
"FairnessWV";"FairnessWV";"";"";"";0;0
"FaithCSacto";"FaithCSacto";"";"";"";0;0
"FaithKWinter";"FaithKWinter";"";"";"";0;0
"FakeRobFrost";"FakeRobFrost";"";"";"";0;0
"fake_grover";"fake_grover";"";"";"";0;0
"FallonGlick";"FallonGlick";"";"";"";0;0
"FallonTonight";"FallonTonight";"";"";"";0;0
"FamiliesUSA";"FamiliesUSA";"";"";"";0;0
"familycollect4u";"familycollect4u";"";"";"";0;0
"FamilyRedsFans";"FamilyRedsFans";"";"";"";0;0
"FAMMFoundation";"FAMMFoundation";"";"";"";0;0
"fanblogger";"fanblogger";"";"";"";0;0
"FannEmily";"FannEmily";"";"";"";0;0
"FantasySportsTA";"FantasySportsTA";"";"";"";0;0
"farhip";"farhip";"";"";"";0;0
"FarmG8Advocate";"FarmG8Advocate";"";"";"";0;0
"FarragherTom";"FarragherTom";"";"";"";0;0
"FastCompany";"FastCompany";"";"";"";0;0
"FasterSkier";"FasterSkier";"";"";"";0;0
"FastForwardMag";"FastForwardMag";"";"";"";0;0
"fauber_mjs";"fauber_mjs";"";"";"";0;0
"FaultlessLinen";"FaultlessLinen";"";"";"";0;0
"FauquierDems";"FauquierDems";"";"";"";0;0
"FayardforSenate";"FayardforSenate";"";"";"";0;0
"Fayway";"Fayway";"";"";"";0;0
"FBI";"FBI";"";"";"";0;0
"fbihop";"fbihop";"";"";"";0;0
"FBillMcMorris";"FBillMcMorris";"";"";"";0;0
"fbncountdown";"fbncountdown";"";"";"";0;0
"fbtalk";"fbtalk";"";"";"";0;0
"FBXConservative";"FBXConservative";"";"";"";0;0
"FDNMfeatures";"FDNMfeatures";"";"";"";0;0
"FDNMoutdoors";"FDNMoutdoors";"";"";"";0;0
"FDNMPolitics";"FDNMPolitics";"";"";"";0;0
"fedorchak4PSC";"fedorchak4PSC";"";"";"";0;0
"FedorZarkhin";"FedorZarkhin";"";"";"";0;0
"FedSocLawProf";"FedSocLawProf";"";"";"";0;0
"feelthebernorg";"feelthebernorg";"";"";"";0;0
"feldmaniac";"feldmaniac";"";"";"";0;0
"FeliceBelman";"FeliceBelman";"";"";"";0;0
"felicejfreyer";"felicejfreyer";"";"";"";0;0
"FeliciaGans";"FeliciaGans";"";"";"";0;0
"feliciaskahn";"feliciaskahn";"";"";"";0;0
"felixsalmon";"felixsalmon";"";"";"";0;0
"fema";"fema";"";"";"";0;0
"FenitN";"FenitN";"";"";"";0;0
"Fenwaynine";"Fenwaynine";"";"";"";0;0
"FERC";"FERC";"";"";"";0;0
"FergusCullen";"FergusCullen";"";"";"";0;0
"FergusonAnnette";"FergusonAnnette";"";"";"";0;0
"fernandaNYT";"fernandaNYT";"";"";"";0;0
"FernandoPeinado";"FernandoPeinado";"";"";"";0;0
"FerroCactus";"FerroCactus";"";"";"";0;0
"FGPreporting";"FGPreporting";"";"";"";0;0
"FHQ";"FHQ";"";"";"";0;0
"Fiesta_Bowl";"Fiesta_Bowl";"";"";"";0;0
"FightMeTrumpy";"";"na";"general";"na";8;2
"FindlayCourier";"FindlayCourier";"";"";"";0;0
"finebaum";"finebaum";"";"";"";0;0
"fineout";"fineout";"";"";"";0;0
"finneganLAT";"finneganLAT";"";"";"";0;0
"finneyk";"finneyk";"";"";"";0;0
"finnsbrickoven";"finnsbrickoven";"";"";"";0;0
"finnygo";"finnygo";"";"";"";0;0
"firefighterAB";"firefighterAB";"";"";"";0;0
"FireFlyFury";"FireFlyFury";"";"";"";0;0
"FireRescueOmaha";"FireRescueOmaha";"";"";"";0;0
"fireweed221";"fireweed221";"";"";"";0;0
"FirstBusiness_";"FirstBusiness_";"";"";"";0;0
"firstgreatwater";"firstgreatwater";"";"";"";0;0
"FirstLadyIN";"FirstLadyIN";"";"";"";0;0
"FirstLadyVA";"FirstLadyVA";"";"";"";0;0
"fishnette";"fishnette";"";"";"";0;0
"FITNtownhall";"FITNtownhall";"";"";"";0;0
"FITN_KC";"";"na";"general";"na";753;78
"fitsnews";"fitsnews";"";"";"";0;0
"FitzProv";"FitzProv";"";"";"";0;0
"Fitz_ly";"Fitz_ly";"";"";"";0;0
"FIU";"FIU";"";"";"";0;0
"fivefifths";"fivefifths";"";"";"";0;0
"FiveThirtyEight";"FiveThirtyEight";"";"";"";0;0
"FlaDems";"FlaDems";"democrat";"senate_group";"FL";46559;22384
"FlashReport";"FlashReport";"";"";"";0;0
"flcourts";"flcourts";"";"";"";0;0
"fleming_kaitlin";"fleming_kaitlin";"";"";"";0;0
"FletcherJason";"FletcherJason";"";"";"";0;0
"FLGovScott";"FLGovScott";"";"";"";0;0
"FLHistoricCap";"FLHistoricCap";"";"";"";0;0
"flintjournal";"flintjournal";"";"";"";0;0
"FlintRising";"FlintRising";"";"";"";0;0
"flobots";"flobots";"";"";"";0;0
"floridachannel";"floridachannel";"";"";"";0;0
"FloridaGOP";"FloridaGOP";"GOP";"senate_group";"FL";26951;3095
"floridastate";"floridastate";"";"";"";0;0
"Florida_Today";"Florida_Today";"";"";"";0;0
"FLOTUS";"FLOTUS";"";"";"";0;0
"FloydMcKissick";"FloydMcKissick";"";"";"";0;0
"FLSenate";"FLSenate";"na";"senate_group";"FL";3474;253
"FLSenateGOP";"FLSenateGOP";"GOP";"senate_group";"FL";6929;812
"FLTrumpTeam";"FLTrumpTeam";"";"";"";0;0
"FlynnCenter";"FlynnCenter";"";"";"";0;0
"fmanjoo";"fmanjoo";"";"";"";0;0
"FMCC2016";"FMCC2016";"";"";"";0;0
"fmschep";"fmschep";"";"";"";0;0
"FnMikeArgento";"FnMikeArgento";"";"";"";0;0
"foiaproject";"foiaproject";"";"";"";0;0
"FongsPizza";"FongsPizza";"";"";"";0;0
"foodbankemich";"foodbankemich";"";"";"";0;0
"FoothillsArtCtr";"FoothillsArtCtr";"";"";"";0;0
"ForAmerica";"ForAmerica";"";"";"";0;0
"Forbes";"Forbes";"";"";"";0;0
"Ford";"Ford";"";"";"";0;0
"FordFusion";"FordFusion";"";"";"";0;0
"fordm";"fordm";"";"";"";0;0
"FordPorter1";"FordPorter1";"";"";"";0;0
"ForecasterEnten";"ForecasterEnten";"";"";"";0;0
"ForeignPolicy";"ForeignPolicy";"";"";"";0;0
"ForeignPressCtr";"ForeignPressCtr";"";"";"";0;0
"ForemanForTempe";"ForemanForTempe";"";"";"";0;0
"ForheczT";"ForheczT";"";"";"";0;0
"ForReal87";"ForReal87";"";"";"";0;0
"Forrest4Trees";"Forrest4Trees";"";"";"";0;0
"ForrestDunbarAK";"ForrestDunbarAK";"";"";"";0;0
"FortFryeCadets";"FortFryeCadets";"";"";"";0;0
"ForTheWin";"ForTheWin";"";"";"";0;0
"FortuneMagazine";"FortuneMagazine";"";"";"";0;0
"ForumNewsSVC";"ForumNewsSVC";"";"";"";0;0
"forwardourmotto";"forwardourmotto";"";"";"";0;0
"For_The_Record1";"For_The_Record1";"";"";"";0;0
"fossilfriendly";"fossilfriendly";"";"";"";0;0
"FostersDailyDem";"FostersDailyDem";"";"";"";0;0
"fosterthepeople";"fosterthepeople";"";"";"";0;0
"FountainFox46";"FountainFox46";"";"";"";0;0
"fourpeaksbrew";"fourpeaksbrew";"";"";"";0;0
"FowlerSarah";"FowlerSarah";"";"";"";0;0
"FOX10NewsNow";"FOX10NewsNow";"";"";"";0;0
"FOX10Phoenix";"FOX10Phoenix";"";"";"";0;0
"fox12oregon";"fox12oregon";"";"";"";0;0
"fox13now";"fox13now";"";"";"";0;0
"FOX17";"FOX17";"";"";"";0;0
"FOX19";"FOX19";"";"";"";0;0
"FOX23Maine";"FOX23Maine";"";"";"";0;0
"Fox26Houston";"Fox26Houston";"";"";"";0;0
"fox28columbus";"fox28columbus";"";"";"";0;0
"fox43news";"fox43news";"";"";"";0;0
"FOX59";"FOX59";"";"";"";0;0
"fox5dc";"fox5dc";"";"";"";0;0
"FOX61News";"FOX61News";"";"";"";0;0
"fox6now";"fox6now";"";"";"";0;0
"fox8news";"fox8news";"";"";"";0;0
"foxandfriends";"foxandfriends";"";"";"";0;0
"FoxBizAlert";"FoxBizAlert";"";"";"";0;0
"FoxBusiness";"FoxBusiness";"";"";"";0;0
"foxcarolinanews";"foxcarolinanews";"";"";"";0;0
"FoxFriendsFirst";"FoxFriendsFirst";"";"";"";0;0
"FOXNashville";"FOXNashville";"";"";"";0;0
"foxnation";"foxnation";"";"";"";0;0
"FoxNews";"FoxNews";"";"";"";0;0
"foxnewspolitics";"foxnewspolitics";"";"";"";0;0
"foxnewsradio";"foxnewsradio";"";"";"";0;0
"FoxNewsSunday";"FoxNewsSunday";"";"";"";0;0
"foxnewsvideo";"foxnewsvideo";"";"";"";0;0
"FoxReports";"FoxReports";"";"";"";0;0
"FOXSports";"FOXSports";"";"";"";0;0
"FOXSportsCR";"FOXSportsCR";"";"";"";0;0
"FoxTheatreDet";"FoxTheatreDet";"";"";"";0;0
"FPUniversity";"FPUniversity";"";"";"";0;0
"France24_en";"France24_en";"";"";"";0;0
"Francesca_E";"Francesca_E";"";"";"";0;0
"Frances_Fisher";"Frances_Fisher";"";"";"";0;0
"francisXdonnell";"francisXdonnell";"";"";"";0;0
"Frank0301";"Frank0301";"";"";"";0;0
"frankcorder";"frankcorder";"";"";"";0;0
"FrankJannuzi";"FrankJannuzi";"";"";"";0;0
"FrankLaRose";"FrankLaRose";"";"";"";0;0
"Franklin_Graham";"Franklin_Graham";"";"";"";0;0
"FrankLuntz";"FrankLuntz";"";"";"";0;0
"FrankNewsman";"FrankNewsman";"";"";"";0;0
"frankpallotta";"frankpallotta";"";"";"";0;0
"frankthorp";"frankthorp";"";"";"";0;0
"frankthorpNBC";"frankthorpNBC";"";"";"";0;0
"franktorresnet";"franktorresnet";"";"";"";0;0
"Frank_Underwood";"Frank_Underwood";"";"";"";0;0
"FranNestan";"FranNestan";"";"";"";0;0
"FrazierRoy";"FrazierRoy";"";"";"";0;0
"FRCAction";"FRCAction";"";"";"";0;0
"fredakshar";"fredakshar";"";"";"";0;0
"FredBarnes";"FredBarnes";"";"";"";0;0
"FredBThird";"FredBThird";"";"";"";0;0
"FredMenachem";"FredMenachem";"";"";"";0;0
"fredmknapp";"fredmknapp";"";"";"";0;0
"fredwoodhams";"fredwoodhams";"";"";"";0;0
"FreeABQ";"FreeABQ";"";"";"";0;0
"FreeBeacon";"FreeBeacon";"";"";"";0;0
"freedomisgreen";"freedomisgreen";"";"";"";0;0
"freedomnow72";"freedomnow72";"";"";"";0;0
"FreedomWorks";"FreedomWorks";"";"";"";0;0
"freeflowerone";"freeflowerone";"";"";"";0;0
"FreeJesseJames";"FreeJesseJames";"";"";"";0;0
"FreemanJeremyIA";"FreemanJeremyIA";"";"";"";0;0
"freep";"freep";"";"";"";0;0
"FreepsMikeD";"FreepsMikeD";"";"";"";0;0
"FreeRangeKids";"FreeRangeKids";"";"";"";0;0
"FreestoreFB";"FreestoreFB";"";"";"";0;0
"FreeTheGrapes";"FreeTheGrapes";"";"";"";0;0
"FreeTimesSC";"FreeTimesSC";"";"";"";0;0
"fremontdiva";"fremontdiva";"";"";"";0;0
"FRESCGoodJobs";"FRESCGoodJobs";"";"";"";0;0
"freshiesmag";"freshiesmag";"";"";"";0;0
"freshmanwkxc";"freshmanwkxc";"";"";"";0;0
"FresnoBee";"FresnoBee";"";"";"";0;0
"frfrankpavone";"frfrankpavone";"";"";"";0;0
"FRHSsports";"FRHSsports";"";"";"";0;0
"Friedmoney14";"Friedmoney14";"";"";"";0;0
"FriendsOfPets";"FriendsOfPets";"";"";"";0;0
"FromaHarrop";"FromaHarrop";"";"";"";0;0
"fronterasdesk";"fronterasdesk";"";"";"";0;0
"frontlinepbs";"frontlinepbs";"";"";"";0;0
"FrugalDougall";"FrugalDougall";"";"";"";0;0
"frugaltraveler";"frugaltraveler";"";"";"";0;0
"FSKPart3";"FSKPart3";"";"";"";0;0
"fsnorth";"fsnorth";"";"";"";0;0
"FSSAIndiana";"FSSAIndiana";"";"";"";0;0
"fstockman";"fstockman";"";"";"";0;0
"FSUResearch";"FSUResearch";"";"";"";0;0
"FT";"FT";"";"";"";0;0
"fud31";"fud31";"";"";"";0;0
"FullFrontalSamB";"FullFrontalSamB";"";"";"";0;0
"funnyordie";"funnyordie";"";"";"";0;0
"FunSaba";"FunSaba";"";"";"";0;0
"FusionNews";"FusionNews";"";"";"";0;0
"fussbudgit";"fussbudgit";"";"";"";0;0
"FVSU";"FVSU";"";"";"";0;0
"fxnopinion";"fxnopinion";"";"";"";0;0
"g33komon";"g33komon";"";"";"";0;0
"GA6thForCruz";"GA6thForCruz";"";"";"";0;0
"gabbilevy";"gabbilevy";"";"";"";0;0
"GabbyGiffords";"GabbyGiffords";"";"";"";0;0
"gabegutierrez";"gabegutierrez";"";"";"";0;0
"GabeRamirez";"GabeRamirez";"";"";"";0;0
"Gabesmom";"Gabesmom";"";"";"";0;0
"gabriellahope_";"gabriellahope_";"";"";"";0;0
"gabriella_dunn";"gabriella_dunn";"";"";"";0;0
"gabrielmalor";"gabrielmalor";"";"";"";0;0
"gabrielsherman";"gabrielsherman";"";"";"";0;0
"GabrielSikowitz";"GabrielSikowitz";"";"";"";0;0
"gabuie31";"gabuie31";"";"";"";0;0
"gabymhoffmann";"gabymhoffmann";"";"";"";0;0
"gabyreport";"gabyreport";"";"";"";0;0
"gailciampa";"gailciampa";"";"";"";0;0
"GainesvilleSun";"GainesvilleSun";"";"";"";0;0
"GaleJonesCarson";"GaleJonesCarson";"";"";"";0;0
"galka_max";"galka_max";"";"";"";0;0
"gallaghermegan3";"gallaghermegan3";"";"";"";0;0
"GallupNews";"GallupNews";"";"";"";0;0
"Game01Cox";"Game01Cox";"";"";"";0;0
"GameOnKansas";"GameOnKansas";"";"";"";0;0
"gamzorz";"gamzorz";"";"";"";0;0
"Gannett";"Gannett";"";"";"";0;0
"GannettAlbany";"GannettAlbany";"";"";"";0;0
"GardenCityCtr";"GardenCityCtr";"";"";"";0;0
"gardengn0me";"gardengn0me";"";"";"";0;0
"Gardner4Nevada";"Gardner4Nevada";"";"";"";0;0
"Garfield";"Garfield";"";"";"";0;0
"garonsen";"garonsen";"";"";"";0;0
"garretgraves";"garretgraves";"";"";"";0;0
"GarrettHaake";"GarrettHaake";"";"";"";0;0
"GarrettKRCG13";"GarrettKRCG13";"";"";"";0;0
"garrettmason";"garrettmason";"";"";"";0;0
"GarrettQuinn";"GarrettQuinn";"";"";"";0;0
"Garrett_Heise";"Garrett_Heise";"";"";"";0;0
"GarrisonRadio";"GarrisonRadio";"";"";"";0;0
"garrystevens";"garrystevens";"";"";"";0;0
"garthkirkwood";"garthkirkwood";"";"";"";0;0
"GaryAHarki";"GaryAHarki";"";"";"";0;0
"garyclarysc";"garyclarysc";"";"";"";0;0
"garydrobertson";"garydrobertson";"";"";"";0;0
"GaryGlennUS";"GaryGlennUS";"";"";"";0;0
"GaryHeinlein1";"GaryHeinlein1";"";"";"";0;0
"GaryLambertNH";"GaryLambertNH";"";"";"";0;0
"GaryMiles_DN";"GaryMiles_DN";"";"";"";0;0
"GaryRidley";"GaryRidley";"";"";"";0;0
"GarySzatkowski";"GarySzatkowski";"";"";"";0;0
"GaspeeProjectRI";"GaspeeProjectRI";"";"";"";0;0
"gatelywire";"gatelywire";"";"";"";0;0
"GatewayMarket";"GatewayMarket";"";"";"";0;0
"GatewayRehab";"GatewayRehab";"";"";"";0;0
"Gatpack802";"Gatpack802";"";"";"";0;0
"GattonAcademy";"GattonAcademy";"";"";"";0;0
"Gaudenzia";"Gaudenzia";"";"";"";0;0
"Gauth05";"Gauth05";"";"";"";0;0
"GavelAlaska";"GavelAlaska";"";"";"";0;0
"GavinJacksonPC";"GavinJacksonPC";"";"";"";0;0
"GavinNewsom";"GavinNewsom";"";"";"";0;0
"gavin_gambuzza";"gavin_gambuzza";"";"";"";0;0
"gavin_macfadyen";"gavin_macfadyen";"";"";"";0;0
"Gawker";"Gawker";"";"";"";0;0
"GayleManningOH";"GayleManningOH";"";"";"";0;0
"GayleneKan";"GayleneKan";"";"";"";0;0
"gayrva";"gayrva";"";"";"";0;0
"gazettedotcom";"gazettedotcom";"";"";"";0;0
"GazetteInsights";"GazetteInsights";"";"";"";0;0
"gazettevisuals";"gazettevisuals";"";"";"";0;0
"GBCCOBryanBren";"GBCCOBryanBren";"";"";"";0;0
"gbennettpost";"gbennettpost";"";"";"";0;0
"gbissellKSDK";"gbissellKSDK";"";"";"";0;0
"gblanstonku";"gblanstonku";"";"";"";0;0
"gbpressgazette";"gbpressgazette";"";"";"";0;0
"GBstreetwise";"GBstreetwise";"";"";"";0;0
"GCAthletics";"GCAthletics";"";"";"";0;0
"GCHD_MI";"GCHD_MI";"";"";"";0;0
"gcmitts";"gcmitts";"";"";"";0;0
"gcpvd";"gcpvd";"";"";"";0;0
"gcu";"gcu";"";"";"";0;0
"gdebenedetti";"gdebenedetti";"";"";"";0;0
"gdickeyjr";"gdickeyjr";"";"";"";0;0
"GDTnews";"GDTnews";"";"";"";0;0
"GeeDee215";"GeeDee215";"";"";"";0;0
"geekettebits";"geekettebits";"";"";"";0;0
"GEHadji";"GEHadji";"";"";"";0;0
"gehrig38";"gehrig38";"";"";"";0;0
"GenChuckYeager";"GenChuckYeager";"";"";"";0;0
"gene70";"gene70";"";"";"";0;0
"GeneAdrift";"GeneAdrift";"";"";"";0;0
"GeneAPseattle";"GeneAPseattle";"";"";"";0;0
"genebalk";"genebalk";"";"";"";0;0
"genebaur";"genebaur";"";"";"";0;0
"geneeverettshow";"geneeverettshow";"";"";"";0;0
"GeneMcDermott";"GeneMcDermott";"";"";"";0;0
"GeneralBrnovich";"GeneralBrnovich";"";"";"";0;0
"GeneralClark";"GeneralClark";"";"";"";0;0
"generalelectric";"generalelectric";"";"";"";0;0
"GeneralGCuster";"GeneralGCuster";"";"";"";0;0
"GeneralRoth";"GeneralRoth";"";"";"";0;0
"geneseedems";"geneseedems";"";"";"";0;0
"geneshaw";"geneshaw";"";"";"";0;0
"genesimmons";"genesimmons";"";"";"";0;0
"GeneValicenti";"GeneValicenti";"";"";"";0;0
"Genie115";"Genie115";"";"";"";0;0
"GenieJennings";"GenieJennings";"";"";"";0;0
"GenMhayden";"GenMhayden";"";"";"";0;0
"Gentlemen_Sam";"Gentlemen_Sam";"";"";"";0;0
"GeoffGrammer";"GeoffGrammer";"";"";"";0;0
"geoffmulvihill";"geoffmulvihill";"";"";"";0;0
"GeoffPender";"GeoffPender";"na";"reporter";"Mississippi";3392;671
"GeoffreyPotter";"GeoffreyPotter";"";"";"";0;0
"geokaren";"geokaren";"";"";"";0;0
"geokem7";"geokem7";"";"";"";0;0
"GeorgeColli";"GeorgeColli";"";"";"";0;0
"georgehenryw";"georgehenryw";"";"";"";0;0
"GeorgeHunter_DN";"GeorgeHunter_DN";"";"";"";0;0
"GeorgeLatimer37";"GeorgeLatimer37";"";"";"";0;0
"georgelopez";"georgelopez";"";"";"";0;0
"georgepbush";"georgepbush";"";"";"";0;0
"Georgetown";"Georgetown";"";"";"";0;0
"GeorgeWBush_43";"GeorgeWBush_43";"";"";"";0;0
"GeorgiaDemocrat";"GeorgiaDemocrat";"";"";"";0;0
"GeorgiaDome";"GeorgiaDome";"";"";"";0;0
"GeorgiaFromFla";"GeorgiaFromFla";"";"";"";0;0
"GeorgiaStateU";"GeorgiaStateU";"";"";"";0;0
"Georgiemutt";"";"na";"general";"na";2044;1932
"geostanley";"geostanley";"";"";"";0;0
"GeoTheBeard";"GeoTheBeard";"";"";"";0;0
"GeraldMcCormick";"GeraldMcCormick";"";"";"";0;0
"GeraldNeal33";"GeraldNeal33";"";"";"";0;0
"GeraldoRivera";"GeraldoRivera";"";"";"";0;0
"GerardDiTrolio";"GerardDiTrolio";"";"";"";0;0
"germanrlopez";"germanrlopez";"";"";"";0;0
"gerrycardinale";"gerrycardinale";"";"";"";0;0
"GerryConnolly";"GerryConnolly";"";"";"";0;0
"GerryKern";"GerryKern";"";"";"";0;0
"gerryshih";"gerryshih";"";"";"";0;0
"gesinfk";"gesinfk";"";"";"";0;0
"GetInTouch";"GetInTouch";"";"";"";0;0
"getreal1234";"getreal1234";"";"";"";0;0
"gettinviggy";"gettinviggy";"";"";"";0;0
"gettysburg";"gettysburg";"";"";"";0;0
"GettysburgNews";"GettysburgNews";"";"";"";0;0
"GFTrib_PDrake";"GFTrib_PDrake";"";"";"";0;0
"GGillisSquared";"GGillisSquared";"";"";"";0;0
"ggreenwald";"ggreenwald";"";"";"";0;0
"GhostfaceKillah";"GhostfaceKillah";"";"";"";0;0
"ghosthunter_lol";"ghosthunter_lol";"";"";"";0;0
"GianniForMen";"GianniForMen";"";"";"";0;0
"Gibby23Roar84";"Gibby23Roar84";"";"";"";0;0
"GibsonCountyGOP";"GibsonCountyGOP";"";"";"";0;0
"GideonGil";"GideonGil";"";"";"";0;0
"GideonResnick";"GideonResnick";"";"";"";0;0
"GideonTJones";"GideonTJones";"";"";"";0;0
"GiesselAkSenate";"GiesselAkSenate";"";"";"";0;0
"gigglemitz";"gigglemitz";"";"";"";0;0
"GilbertforMI";"GilbertforMI";"";"";"";0;0
"gildareed14";"gildareed14";"";"";"";0;0
"gildedspine";"gildedspine";"";"";"";0;0
"gilleysdallas";"gilleysdallas";"";"";"";0;0
"GillianHTurner";"GillianHTurner";"";"";"";0;0
"gilmore4america";"gilmore4america";"";"";"";0;0
"GilmoreAmerica";"GilmoreAmerica";"";"";"";0;0
"GinaEPA";"GinaEPA";"";"";"";0;0
"GinaForRI";"GinaForRI";"";"";"";0;0
"GinaJochimsen";"GinaJochimsen";"";"";"";0;0
"GinaRaimondo";"GinaRaimondo";"";"";"";0;0
"GingerBennett16";"GingerBennett16";"";"";"";0;0
"GingerGibson";"GingerGibson";"";"";"";0;0
"ginsengity";"ginsengity";"";"";"";0;0
"gintautasd";"gintautasd";"";"";"";0;0
"GioCicione";"GioCicione";"";"";"";0;0
"girliegirlgop";"girliegirlgop";"";"";"";0;0
"girlscouts";"girlscouts";"";"";"";0;0
"GirlScoutsAK";"GirlScoutsAK";"";"";"";0;0
"Giunchigliani";"Giunchigliani";"";"";"";0;0
"GJNeher";"GJNeher";"";"";"";0;0
"GKButterfield";"GKButterfield";"";"";"";0;0
"GKMTNtwits";"GKMTNtwits";"";"";"";0;0
"glamourmag";"glamourmag";"";"";"";0;0
"glassdoctor";"glassdoctor";"";"";"";0;0
"glasser_magda";"glasser_magda";"";"";"";0;0
"GlassHospital";"GlassHospital";"";"";"";0;0
"glcarlstrom";"glcarlstrom";"";"";"";0;0
"GLCommerce";"GLCommerce";"";"";"";0;0
"gleaves14";"gleaves14";"";"";"";0;0
"GlendaleAZ";"GlendaleAZ";"";"";"";0;0
"glennbeck";"glennbeck";"";"";"";0;0
"GlennHegar";"GlennHegar";"";"";"";0;0
"GlennHowerton";"GlennHowerton";"";"";"";0;0
"GlennOsborne7";"GlennOsborne7";"";"";"";0;0
"GlennThrush";"GlennThrush";"";"";"";0;0
"GlennVermont";"GlennVermont";"";"";"";0;0
"Glenn_CookNV";"Glenn_CookNV";"";"";"";0;0
"Glenn_Hegar";"Glenn_Hegar";"";"";"";0;0
"glenn_mcan";"glenn_mcan";"";"";"";0;0
"GlenSturtevant";"GlenSturtevant";"";"";"";0;0
"GlenwoodPI";"GlenwoodPI";"";"";"";0;0
"GLIchamber";"GLIchamber";"";"";"";0;0
"glj321";"glj321";"";"";"";0;0
"GlobeAbraham";"GlobeAbraham";"";"";"";0;0
"globeandmail";"globeandmail";"";"";"";0;0
"GlobeBizEd";"GlobeBizEd";"";"";"";0;0
"GlobeFPhillips";"GlobeFPhillips";"";"";"";0;0
"GlobeLizK";"GlobeLizK";"";"";"";0;0
"GlobeOpinion";"GlobeOpinion";"";"";"";0;0
"globepete";"globepete";"";"";"";0;0
"GlobeRowland";"GlobeRowland";"";"";"";0;0
"GlobeScotLehigh";"GlobeScotLehigh";"";"";"";0;0
"GlobeSupport";"GlobeSupport";"";"";"";0;0
"GlobeTrotScott";"GlobeTrotScott";"";"";"";0;0
"GlockLady";"GlockLady";"";"";"";0;0
"GloriaSteinem";"GloriaSteinem";"";"";"";0;0
"gloritare";"gloritare";"";"";"";0;0
"Gloxl1";"";"na";"general";"na";93;81
"glozee1";"glozee1";"";"";"";0;0
"GM";"GM";"";"";"";0;0
"GMA";"GMA";"";"";"";0;0
"gmascanalpark";"gmascanalpark";"";"";"";0;0
"gmh13";"gmh13";"";"";"";0;0
"GmoneyRainmaker";"GmoneyRainmaker";"";"";"";0;0
"gmoomaw";"gmoomaw";"";"";"";0;0
"gmrabbit";"gmrabbit";"";"";"";0;0
"gm_carter";"gm_carter";"";"";"";0;0
"gneumann_wkow";"gneumann_wkow";"";"";"";0;0
"goberthicks";"goberthicks";"";"";"";0;0
"GoCityBus";"GoCityBus";"";"";"";0;0
"GodFatha702";"GodFatha702";"";"";"";0;0
"GodfreadforND";"GodfreadforND";"";"";"";0;0
"GoDownSwingin";"GoDownSwingin";"";"";"";0;0
"goeffhansen";"goeffhansen";"";"";"";0;0
"gofishwyo";"gofishwyo";"";"";"";0;0
"Gogo";"Gogo";"";"";"";0;0
"gohamstergo";"gohamstergo";"";"";"";0;0
"gohermie";"gohermie";"";"";"";0;0
"goI70";"goI70";"";"";"";0;0
"goldberg138";"goldberg138";"";"";"";0;0
"Goldman44";"Goldman44";"";"";"";0;0
"GoldmanSach";"GoldmanSach";"";"";"";0;0
"GoldmanSachs";"GoldmanSachs";"";"";"";0;0
"GoldSilverPawn";"GoldSilverPawn";"";"";"";0;0
"GoldwaterInst";"GoldwaterInst";"";"";"";0;0
"GolfChannel";"GolfChannel";"";"";"";0;0
"GoLocalProv";"GoLocalProv";"";"";"";0;0
"GoMarlin";"GoMarlin";"";"";"";0;0
"gongwer";"gongwer";"";"";"";0;0
"GongwerMichigan";"GongwerMichigan";"";"";"";0;0
"GonzalesSally";"GonzalesSally";"";"";"";0;0
"gonzalezseattle";"gonzalezseattle";"";"";"";0;0
"GonzoVice";"GonzoVice";"";"";"";0;0
"Good2bqueen67";"Good2bqueen67";"";"";"";0;0
"GoodJobsNation";"GoodJobsNation";"";"";"";0;0
"GoodLifeFitnes";"";"na";"general";"na";8889;1162
"goodwinforwv";"goodwinforwv";"";"";"";0;0
"Goodypasture";"Goodypasture";"";"";"";0;0
"google";"google";"";"";"";0;0
"googlecardboard";"googlecardboard";"";"";"";0;0
"GoogleTrends";"GoogleTrends";"";"";"";0;0
"GOP";"GOP";"";"";"";0;0
"goparlington";"goparlington";"";"";"";0;0
"gopbadgers";"gopbadgers";"";"";"";0;0
"GOPconvention";"GOPconvention";"";"";"";0;0
"GopDebate";"GopDebate";"";"";"";0;0
"gophawaii";"gophawaii";"GOP";"senate_group";"Hawaii";2073;525
"GOPjenna";"GOPjenna";"";"";"";0;0
"GOPKauai";"GOPKauai";"";"";"";0;0
