"tid";"screen_name"
"693963275982106624";"andy_abeyta"
"700800050390241280";"andy_chow"
"722430841742352385";"aneeman"
"722431031886942208";"aneeman"
"701792875235782656";"AneesaSM"
"699240357209468928";"aneeshswamy"
"687087064123191296";"Anette144"
"692729464808169473";"AngAngieAngela"
"699673648765001729";"AngelasInk"
"701894126967476224";"AngellsBoise"
"703066910548557825";"AngellsBoise"
"704378886771990528";"AngellsBoise"
"708105864054509568";"AngellsBoise"
"719697913346134017";"AngelMayReed"
"689610513324625920";"Angel_Taveras"
"689552284536078336";"AngieHolan"
"689822704841678848";"AngieHolan"
"704831249504976896";"AngieHolan"
"704835456635166720";"AngieHolan"
"704844617691357184";"AngieHolan"
"718877068637941761";"AngieHolan"
"727520547219865600";"angienuss"
"692387451596312577";"AngiesList"
"705731353308962816";"AngieSteinberg"
"714921630519005184";"AngleForSenate"
"715286280368558083";"AngleForSenate"
"715596456191635456";"AngleForSenate"
"719934569323958272";"AngleForSenate"
"720333878397767681";"AngleForSenate"
"723534789395931136";"AngleForSenate"
"725399374621073408";"AngleForSenate"
"725739657065992192";"AngleForSenate"
"726086647834529792";"AngleForSenate"
"727978790089986048";"AngleForSenate"
"684810022388301824";"AngryNIdaho"
"694223023948206080";"AngryNIdaho"
"698717437064138752";"AngryNIdaho"
"707209016284327941";"angrytodd"
"709743655817334784";"angrytodd"
"711555224628953088";"angrytodd"
"713377379888943105";"angrytodd"
"726428417927696385";"angrytodd"
"687756080533889024";"AngryTomWolf"
"696140102720995332";"angusdav"
"696140955339124738";"angusdav"
"697858638178840577";"AnitaBaffoni"
"716028872366690304";"AnitaBaffoni"
"687813309169557505";"anitakissee"
"707959324883046400";"anitakissee"
"686755739776512004";"anitakumar01"
"696874359420538880";"anitakumar01"
"685134933443100672";"anitere_flores"
"707949154316718080";"anitere_flores"
"707949721592139777";"anitere_flores"
"708072901904306176";"anitere_flores"
"708073740542873600";"anitere_flores"
"713064596924342272";"anitere_flores"
"694963021991518208";"AnjaliShastry"
"697078690820317184";"AnjaliShastry"
"697429043243827200";"AnjaliShastry"
"697429050273439744";"AnjaliShastry"
"697430666485616640";"AnjaliShastry"
"697431944901103616";"AnjaliShastry"
"697432771560632321";"AnjaliShastry"
"687765111373611008";"AnjeanetteDamon"
"692424031849615361";"AnjeanetteDamon"
"702320787034746880";"AnjeanetteDamon"
"684856456152104960";"Anjreu"
"694285435590168576";"Anjreu"
"699000590060236800";"Anjreu"
"700147000579194881";"Anjreu"
"700449400443645953";"Anjreu"
"694198932201717760";"AnnaESanders"
"694199617408372736";"AnnaESanders"
"729847012582141956";"AnnaESanders"
"691719056714366976";"AnnahBackstrom"
"694333599479373824";"AnnahBackstrom"
"700694926325985280";"AnnahBackstrom"
"702588555340730368";"AnnahBackstrom"
"705796628230348800";"AnnahBackstrom"
"708005115949502464";"AnnahBackstrom"
"708006800344256512";"AnnahBackstrom"
"710174966969454592";"AnnahBackstrom"
"701174133900582912";"annairbw"
"692094222602604544";"annamarum"
"692094538937032705";"annamarum"
"692096123687710720";"annamarum"
"687298605384871936";"annamphillips"
"697420213814489089";"annamphillips"
"707201129994657792";"annamphillips"
"723520840097239040";"annamphillips"
"685211863605313536";"annargriff"
"727556737968930816";"AnnaTovarAZ"
"688920720290746372";"annawritedraw"
"690163844618956800";"AnnCoulter"
"690908222249512960";"AnnCoulter"
"691180801900175360";"AnnCoulter"
"703675953340219392";"AnnCoulter"
"718617242422939649";"AnnCoulter"
"718998170315976708";"AnnCoulter"
"725383459284353025";"AnnCoulter"
"690242868623998976";"annebgust"
"713472171541204993";"annehelen"
"689910105391943681";"anneryman"
"694587914861318145";"anneryman"
"713056352852164608";"anneryman"
"718132497226158080";"anneryman"
"718140980638035968";"anneryman"
"722850039698104321";"anneryman"
"719500540657459201";"AnnesLimo"
"692518632358813697";"annetrujillo7"
"725535327927042048";"AnnetteJeanne"
"686646826083074048";"AnnetteMagnus"
"698730035272818689";"AnnetteMagnus"
"716752178988187652";"AnnetteMagnus"
"719700067959963648";"AnnetteMagnus"
"722196303023841280";"AnnetteTeijeiro"
"694367643193753604";"anne_barbano"
"692506330226106368";"Anne_Savage"
"718480627331428352";"annfriedman"
"726159552278892544";"annfriedman"
"728682143518318592";"Annie1221"
"729114138161614848";"Annie3033"
"703337727287234560";"AnnieCatronKY"
"714284529196740611";"anniekarni"
"720005585270386690";"anniekarni"
"721831066626093056";"anniekarni"
"693451562841042948";"anniekathfox"
"694245072133459968";"anniekathfox"
"699389658866778112";"AnnieLinskey"
"705472899239514115";"AnnieLinskey"
"723112949376778240";"AnnieLinskey"
"724413076297125888";"AnnieLinskey"
"696806392846381056";"annie_zak"
"684801404033077253";"AnnLWagner"
"690543811898900480";"AnnLWagner"
"699610650906001409";"AnnLWagner"
"700707061487706112";"AnnLWagner"
"703664993871335425";"AnnLWagner"
"708294408542662656";"AnnLWagner"
"709745108803985408";"AnnLWagner"
"721005320030425088";"AnnLWagner"
"717511472637689856";"annmariebrok"
"726529584355667969";"AnnStokes55"
"687105474211241984";"AnnTelnaes"
"708030869492121600";"Ann_OLeary"
"695301246316605440";"ANR57"
"695301314595667970";"ANR57"
"703401787261321216";"ANR57"
"707628313129426944";"ANR57"
"702122856050774016";"AntBreach"
"693162941604990976";"AntDeRosa"
"708019280059752449";"AntDeRosa"
"706182377710686212";"AnthonyBrino"
"704413244786503680";"AnthonyCannella"
"721454539082199040";"anthonyjdefazio"
"689945611894984710";"Anthonykern"
"695732534395723776";"anthonykernAZ"
"707443473444704257";"AnthonyQuintano"
"707444955124539392";"AnthonyQuintano"
"709168194230067200";"anthonyweiner"
"728630237194534913";"anthonyweiner"
"689506471243964416";"AnthonyWMoll"
"689506876170510336";"AnthonyWMoll"
"685997580535349249";"anthonyyork49"
"694284914267557889";"anthonyyork49"
"687846973723013120";"Anthony_itf"
"701527429018419200";"AntonioFrench"
"705506702905495552";"Antonio_Caban"
"705512155186126848";"Antonio_Caban"
"686323005669113856";"aobrien2010"
"718584654115131392";"AOGA"
"718584759710932992";"AOGA"
"718872593600647168";"AOGA"
"688383086065668096";"aoscott"
"693928797838573569";"aoscott"
"684472446251077632";"AP"
"684817190336487430";"AP"
"685251644540497921";"AP"
"685252368020160512";"AP"
"685316345135804416";"AP"
"685610551016165376";"AP"
"686570087013322753";"AP"
"686663827719634944";"AP"
"686676518429278212";"AP"
"687694364433346561";"AP"
"688497263195197440";"AP"
"689149650079711232";"AP"
"689568311382794240";"AP"
"689862781840007168";"AP"
"689868259936583680";"AP"
"690046651331837952";"AP"
"690217861630070784";"AP"
"690218114324103168";"AP"
"690241213643886592";"AP"
"690617556659474432";"AP"
"691404170780278784";"AP"
"692180120489033728";"AP"
"692711733404778496";"AP"
"692746744497512448";"AP"
"692806733102780417";"AP"
"693158240629059584";"AP"
"693159095801638912";"AP"
"693164434374672384";"AP"
"693168589533241344";"AP"
"693871541835141120";"AP"
"694361642642083841";"AP"
"694583452549513217";"AP"
"694887869354106880";"AP"
"695269783877652480";"AP"
"695324065133760512";"AP"
"697172116362416128";"AP"
"697225520308625409";"AP"
"697277230771077120";"AP"
"697818054143709186";"AP"
"697853013998702592";"AP"
"698649145444184064";"AP"
"698929913647116289";"AP"
"699256333397291008";"AP"
"699262003093884930";"AP"
"699364104096579585";"AP"
"701175356712054784";"AP"
"701395999600877569";"AP"
"701402319167090690";"AP"
"701426692376674304";"AP"
"701523829131124736";"AP"
"701811425828851712";"AP"
"702884856519241729";"AP"
"702893609939435520";"AP"
"702927745764990976";"AP"
"703222231212691457";"AP"
"703321059303550977";"AP"
"703785351425425408";"AP"
"704415684927705088";"AP"
"704725482852458498";"AP"
"704812657543614466";"AP"
"704820674213212160";"AP"
"704830745190076416";"AP"
"704839019289452544";"AP"
"704843411447099392";"AP"
"704853390690373632";"AP"
"704854304457265152";"AP"
"704854479259041792";"AP"
"704854527371915264";"AP"
"704888652229283840";"AP"
"704888666829684736";"AP"
"704894424229265408";"AP"
"704898912679755776";"AP"
"705076840696778752";"AP"
"705732757180313600";"AP"
"705790922794123264";"AP"
"705891720517570560";"AP"
"706175026274430978";"AP"
"706257127401201664";"AP"
"706325340537430016";"AP"
"706326798854811649";"AP"
"706910662509862913";"AP"
"706951340132446208";"AP"
"706955832554954752";"AP"
"707399781983887360";"AP"
"707471259324571650";"AP"
"707472155911593984";"AP"
"707674326074392576";"AP"
"707996685738188800";"AP"
"709093457919287296";"AP"
"709358495930290176";"AP"
"709747266941112324";"AP"
"709902234520309760";"AP"
"709902264429912064";"AP"
"710108352383209473";"AP"
"710110187756064768";"AP"
"710114734708633600";"AP"
"710497856293998592";"AP"
"710536920317689856";"AP"
"710547252822085633";"AP"
"710577307941888000";"AP"
"710594295854702592";"AP"
"710878350902845440";"AP"
"710942996171235330";"AP"
"711354668983717888";"AP"
"712051939647684608";"AP"
"712370959961997312";"AP"
"712720342414786561";"AP"
"712795348956086272";"AP"
"712833205867569154";"AP"
"713164813531275264";"AP"
"713165511203356672";"AP"
"713314195023007744";"AP"
"714054097922424833";"AP"
"714229769559228417";"AP"
"714613190731165696";"AP"
"715172696066117632";"AP"
"715232816901054466";"AP"
"715698792608231424";"AP"
"715895279334072320";"AP"
"715976761859813376";"AP"
"716742883446022145";"AP"
"717093300868669440";"AP"
"717178662882152448";"AP"
"717364843536252928";"AP"
"717388979939581954";"AP"
"717522665511260160";"AP"
"717529183069597696";"AP"
"717530680482082817";"AP"
"717530689776685056";"AP"
"717562401906774016";"AP"
"717562943097933825";"AP"
"717563232471408640";"AP"
"717726928992468992";"AP"
"718098363363659776";"AP"
"719940468650287105";"AP"
"720333516546793476";"AP"
"720578519168917504";"AP"
"720809777815629824";"AP"
"721055535508750336";"AP"
"721076073673297920";"AP"
"721655230685913088";"AP"
"722141192599658497";"AP"
"722141274187239424";"AP"
"722141463748841472";"AP"
"722478853973782528";"AP"
"722527461842554880";"AP"
"722611979219820544";"AP"
"723199276524904448";"AP"
"723233326903922688";"AP"
"723653880106594304";"AP"
"724039081420808192";"AP"
"724677105481555969";"AP"
"724713757717352449";"AP"
"724723256385781761";"AP"
"725006910110466048";"AP"
"725124570731171840";"AP"
"725169096384352256";"AP"
"725671549374750720";"AP"
"726115713606254592";"AP"
"726139723643637761";"AP"
"726817931053686785";"AP"
"727127468331540481";"AP"
"727679512134062083";"AP"
"727680652372414464";"AP"
"727958223450296321";"AP"
"727968925498130432";"AP"
"729696695672406016";"AP"
"717827200557391873";"apalmerdc"
"689495169100427264";"APBrianWitte"
"694276646405279746";"APBrianWitte"
"702187601260892160";"APBrianWitte"
"709363334932353026";"APBrianWitte"
"714836807649771521";"APBrianWitte"
"718910446602858501";"APBrianWitte"
"719701607802400769";"APBrianWitte"
"697889079384346624";"APChristie"
"710994577071575040";"APChristie"
"718158392011808768";"APChristie"
"718166168016654336";"APChristie"
"718167630415273985";"APChristie"
"726223785376944128";"APChristie"
"726256281531510784";"APChristie"
"726259368346308608";"APChristie"
"727601619567783938";"APChristie"
"728903567080226820";"APChristie"
"728906318183051264";"APChristie"
"698275662293897216";"ApeeW26"
"708038128385167361";"APjdhanna"
"710467006756163585";"APjdhanna"
"710552816083795968";"APjdhanna"
"710552850867171328";"APjdhanna"
"710553283106975744";"APjdhanna"
"712705035671461888";"APjdhanna"
"718201521674915840";"APjdhanna"
"719911971857022978";"APjdhanna"
"726408295620075520";"APjdhanna"
"726794329382080512";"APjdhanna"
"727233827106496512";"APjdhanna"
"727233853014691841";"APjdhanna"
"727523069514924033";"APjdhanna"
"727524448648200192";"APjdhanna"
"727524772129677312";"APjdhanna"
"727526591044022273";"APjdhanna"
"727533083457626113";"APjdhanna"
"689501281551970304";"APkristenwyatt"
"689828223744540673";"APkristenwyatt"
"697106384756670464";"APkristenwyatt"
"697108772586565632";"APkristenwyatt"
"697113404377399296";"APkristenwyatt"
"697114228025524225";"APkristenwyatt"
"700017834525523969";"APkristenwyatt"
"702166809303093248";"APkristenwyatt"
"702167034612752386";"APkristenwyatt"
"707245917875752960";"APkristenwyatt"
"722446720747962368";"APkristenwyatt"
"722448256253370368";"APkristenwyatt"
"727573257981861888";"APkristenwyatt"
"727573277825060866";"APkristenwyatt"
"729817827419381760";"APkristenwyatt"
"704391027663179777";"apocolipsefg"
"711522776339914752";"APOConnor"
"697535968518238208";"Apple"
"703290161124270081";"Applebome"
"686050830362013696";"AppleTMBini"
"687097931904757760";"AppleTMBini"
"684894621223239681";"approject"
"705458822467461121";"appstate"
"684795939027070977";"aprilburbank"
"690232522232360960";"aprilburbank"
"692459233686720513";"aprilburbank"
"697210997573025794";"aprilburbank"
"697229662112587777";"aprilburbank"
"697236784619593729";"aprilburbank"
"704689749362143232";"aprilburbank"
"713063313215721473";"aprilburbank"
"723144191065350144";"aprilburbank"
"716413960572907520";"aprildovorany"
"687017066147221505";"AprilRivers11"
"690720977211228160";"AprilRivers11"
"713834728726462464";"aprn"
"715895932278218755";"APSE_sportmedia"
"691689768019689472";"APStylebook"
"700044033557659648";"APStylebook"
"712699684142321664";"APStylebook"
"715547353462214656";"APStylebook"
"694333745894146048";"aptaube"
"712401971689431040";"aptaube"
"712422453495074817";"aptaube"
"712396703450595328";"APTV"
"725835053499060228";"APWhalen"
"725835662503645185";"APWhalen"
"717699147894300672";"AP_Interactive"
"700727991400275969";"AP_Oddities"
"715969909851824128";"AP_Oddities"
"689644119287828480";"AP_Phuong"
"691692235822338048";"AP_Planner"
"701898292842643459";"AP_Planner"
"715949849569583105";"AP_Planner"
"715949911112605696";"AP_Planner"
"718431355407835137";"AP_Planner"
"683379494481190914";"AP_Politics"
"685274036033699841";"AP_Politics"
"691275350450393089";"AP_Politics"
"694247767900823557";"AP_Politics"
"694373129628454912";"AP_Politics"
"694739352715300864";"AP_Politics"
"696664300597944321";"AP_Politics"
"697229932406169604";"AP_Politics"
"701177349140828165";"AP_Politics"
"702596232166780928";"AP_Politics"
"704843411447099392";"AP_Politics"
"704853390690373632";"AP_Politics"
"704877598212386816";"AP_Politics"
"704888666829684736";"AP_Politics"
"704894424229265408";"AP_Politics"
"706302462102212609";"AP_Politics"
"706589097297625088";"AP_Politics"
"707304244911542272";"AP_Politics"
"710072726531211265";"AP_Politics"
"711515227121176576";"AP_Politics"
"711649779101540353";"AP_Politics"
"714492754957459456";"AP_Politics"
"714970637522092033";"AP_Politics"
"717529183069597696";"AP_Politics"
"717557134725160961";"AP_Politics"
"719617036440244224";"AP_Politics"
"719949456603541504";"AP_Politics"
"725672392949911553";"AP_Politics"
"725758462605557760";"AP_Politics"
"727600809941176320";"AP_Politics"
"726406121091698690";"aqgress"
"726406279925764096";"aqgress"
"726408295620075520";"aqgress"
"690947906308681729";"arappeport"
"694373812742131712";"arappeport"
"702952380904677378";"arappeport"
"722602874979643392";"arappeport"
"725144031823581184";"arappeport"
"686578867213959168";"archcoal"
"686948492359667713";"archcoal"
"700747358070394880";"AreaMan_"
"687753982975078401";"ArekSarkissian"
"694962349300649984";"arelisrhdz"
"694311832144707584";"argusjellis"
"694382834518110209";"argusjellis"
"700444118724567040";"argusjellis"
"700524978274340868";"argusjellis"
"709932136392843264";"argusjellis"
"718245893741404160";"argusjellis"
"718246908356141060";"argusjellis"
"685911015071068160";"argusleader"
"687395931952644101";"argusleader"
"692700592439840768";"argusleader"
"693203931019739136";"argusleader"
"697980544211005445";"argusleader"
"698184175434731520";"argusleader"
"699975555614142465";"argusleader"
"700331053576273920";"argusleader"
"700471318957821952";"argusleader"
"700804428916338689";"argusleader"
"701901052363350017";"argusleader"
"702596465630289920";"argusleader"
"704390927545139200";"argusleader"
"705482346280185856";"argusleader"
"712039825566801921";"argusleader"
"712286740980109312";"argusleader"
"712418150202081280";"argusleader"
"715289781526208514";"argusleader"
"715999300526845952";"argusleader"
"719917512369053701";"argusleader"
"720095889948286976";"argusleader"
"722412197687767040";"argusleader"
"724636358384467968";"argusleader"
"724711879986319360";"argusleader"
"725058168301182976";"argusleader"
"727162942483898369";"argusleader"
"727163041675010048";"argusleader"
"727163208885145600";"argusleader"
"727163292792188928";"argusleader"
"727164012182441984";"argusleader"
"728617592722735104";"argusleader"
"720051550773723136";"Argus_Joe"
"699785602837839873";"ariannaijones"
"723600800153501697";"aribadler"
"717765014464036864";"AriBerman"
"700679237381001216";"aricnesbitt"
"699639648184827905";"aric_chokey"
"700047192283881472";"aric_chokey"
"705875696095256576";"aric_chokey"
"706200345706364928";"aric_chokey"
"713123453247889408";"aric_chokey"
"717019109452546048";"aric_chokey"
"729383143132667904";"ArielGuevara93"
"687312802185351170";"ariellelb"
"697250924545384448";"AriFleischer"
"705593857367379968";"AriFleischer"
"705605235729764353";"AriFleischer"
"692482812813918208";"Arightside"
"718950251990814720";"Arightside"
"719167521585295360";"Arightside"
"719189683230650369";"Arightside"
"719903003197771776";"Arightside"
"689244743474229248";"AriMelber"
"696169333215461377";"AriMelber"
"708123730984067073";"AriMelber"
"692908331141169153";"AriRabinHavt"
"695652216225599488";"AriRabinHavt"
"725492933642838018";"aritbenie"
"718541621105549312";"ArizonaDES"
"722234646684049408";"ArizonaDOT"
"728752376039899136";"ArizonaDOT"
"694587914861318145";"ArizonaEA"
"703251663847489536";"ArizonaEA"
"707651158416953344";"ArizonaEA"
"710505723482910722";"ArizonaEA"
"687811301075206144";"ArizonaLottery"
"689552646617767937";"ArizonaNurses"
"721120365225885696";"arizonapbs"
"684911508547964928";"arizonarepublic"
"688039465806336001";"ArizonaSloan"
"691404232755286016";"ARizzo44"
"714600416185556992";"ARizzo44"
"684584079983915008";"ArkaysDesign"
"727851680776212481";"ArkEncounter"
"689600786616029184";"ArlanMeekhof"
"689608711858450432";"ArlanMeekhof"
"689636117583413248";"ArlanMeekhof"
"689836265127079936";"ArlanMeekhof"
"692859723918381057";"ArlanMeekhof"
"695309201158053888";"ArlanMeekhof"
"697493093541502976";"ArlanMeekhof"
"701412341326422016";"ArlanMeekhof"
"701799950280220672";"ArlanMeekhof"
"702238412640636929";"ArlanMeekhof"
"705536425551380480";"ArlanMeekhof"
"707238201425944576";"ArlanMeekhof"
"709760232470089730";"ArlanMeekhof"
"709760985884549120";"ArlanMeekhof"
"709841100111028225";"ArlanMeekhof"
"710212803278327809";"ArlanMeekhof"
"714547233769852932";"ArlanMeekhof"
"718565638067855361";"ArlanMeekhof"
"719637894265204737";"ArlanMeekhof"
"720255875240304640";"ArlanMeekhof"
"727508677167468544";"ArlanMeekhof"
"727892327474331649";"ArlanMeekhof"
"693500411248902144";"ArMA_Docs"
"702286224589869056";"ArMA_Docs"
"691658816967086081";"ArminRosen"
"701945320477958146";"ArminRosen"
"710843833580457984";"ArminRosen"
"724654486598389760";"ArminRosen"
"728395056831463425";"ArminRosen"
"689150308602261507";"ArmsteadWV"
"692391857532248064";"ArmsteadWV"
"695283694399918081";"ArmsteadWV"
"700746334995927040";"ArmsteadWV"
"702579339125198848";"ArmsteadWV"
"709860321209532416";"ArmsteadWV"
"726075816660979712";"ArmsteadWV"
"726122052659208192";"ArmsteadWV"
"727580192768561155";"ArmsteadWV"
"716746228986281984";"armstrong_km"
"717025141025157120";"armstrong_km"
"697812693579751424";"arohr_reporter"
"707287013540683776";"arohr_reporter"
"726741286955409408";"arohr_reporter"
"708112702858596352";"ArsenioHall"
"724765840344764416";"ARStrasser"
"727501576772833280";"artcity"
"728814821093814272";"artharding"
"686984741908680705";"ArtheniaJoyner"
"688514411309350912";"ArtheniaJoyner"
"689876307698716672";"ArtheniaJoyner"
"694553374461530113";"ArtheniaJoyner"
"694901281719205888";"ArtheniaJoyner"
"704753857470058496";"ArtheniaJoyner"
"705131010116100096";"ArtheniaJoyner"
"684431490277576704";"ArthurAllen202"
"706192177890603008";"arthurbrooks"
"729462156194811904";"ArtistKAJ"
"691296496445231104";"ArtNorwalk"
"691311962261721093";"ArtNorwalk"
"695742296755740672";"ArtNorwalk"
"697490380049227776";"ArtNorwalk"
"698273159968063489";"ArtNorwalk"
"698275414142283776";"ArtNorwalk"
"710102674847502337";"ArtNorwalk"
"714987451027206145";"ArtNorwalk"
"715113720477786112";"ArtNorwalk"
"722797173750935555";"ArtNorwalk"
"710850837858406401";"artrolnick44"
"711983967734517761";"ARWessels"
"684484691911512064";"arzE"
"692391984405856258";"arzE"
"692449957932957696";"arzE"
"701960775993262080";"AsaHutchinson"
"703347523667165186";"AsaHutchinson"
"703784457451524096";"AsaHutchinson"
"704388995615232001";"AsaHutchinson"
"699056749421187073";"AsaJamesSwan"
"701859800745775104";"ASCAtweets"
"692359082565570564";"aseitzwald"
"692365217418842113";"aseitzwald"
"697977595946786816";"aseitzwald"
"699643734368112641";"aseitzwald"
"705443589858443265";"aseitzwald"
"709160016347930624";"aseitzwald"
"709820224804093954";"aseitzwald"
"715900307373481986";"aseitzwald"
"719564411158052864";"aseitzwald"
"719703311562248193";"aseitzwald"
"727522076970614784";"aseitzwald"
"702893609939435520";"ASFOfficial"
"718447662626803712";"ASFried"
"704831249504976896";"asharock"
"697596292495618048";"AsherTheAllMan"
"688091572387188736";"AshHauenschild"
"707671522865876992";"AshLeeStrong"
"714573286353604608";"AshLeeStrong"
"718103796434403328";"AshLeeStrong"
"720059873929650176";"AshLeeStrong"
"696162063522144256";"AshleyCiandella"
"696171793619374080";"AshleyCiandella"
"711088013560778752";"AshleyEdam"
"721450634520584192";"AshleyEdam"
"693941901729337344";"ashleyfeinberg"
"727479977764114433";"AshleyLutz"
"697119024690278400";"ashleypowers"
"688432499484049408";"AshleyRParker"
"690589150718754816";"AshleyRParker"
"698705367161679872";"AshleyRParker"
"701234094152220672";"AshleyRParker"
"702136570325827584";"AshleyRParker"
"708755404252061696";"AshleyRParker"
"708780765216120832";"AshleyRParker"
"717079067619672069";"AshleyRParker"
"717221731480559616";"AshleyRParker"
"695773922608807936";"ashleystanford"
"697106958013370368";"AshliWatts"
"722124018720104448";"AshLopezRadio"
"721357157078315009";"AshtonMarra"
"721368886327828486";"AshtonMarra"
"716337721506209794";"asmamk"
"716340512702271488";"asmamk"
"716340559368036358";"asmamk"
"705454269747441665";"AsmBrianJones"
"702866482108039170";"AsmEvanLow"
"685216869305827328";"AsmGarcia"
"696769750714548225";"AsmGarcia"
"697860953866506240";"AsmGarcia"
"700041908714762240";"AsmGarcia"
"692429324658548736";"AsmHarper"
"694255978624081920";"AsmHarper"
"715267313734299648";"AsmHarper"
"716288978786390020";"ASMidSouth"
"688806367063371776";"asmith651"
"688807669721903105";"asmith651"
"692170812745457665";"asmith83"
"715209701538078724";"asmith83"
"720227076196954112";"asmith83"
"690623154582990848";"AsmJimCooper"
"684517468597911552";"AsmPerea"
"700785852322942976";"AsmPerea"
"694532456439918592";"AsmReedGusciora"
"692436995474259968";"AsmRocky"
"688138858844667904";"AsmShirleyWeber"
"685165136777228288";"asoga"
"694206755706925056";"asoga"
"697205914206629888";"asoga"
"697210173040021506";"asoga"
"726380790632833024";"ASonofKansas"
"683625828282949632";"ASPCA"
"705074873844903937";"ASPCA"
"705076716167892996";"ASPCA"
"705452025056612354";"AssemblyGOP"
"705453031521792001";"AssemblyGOP"
"705454269747441665";"AssemblyGOP"
"705457604743409665";"AssemblyGOP"
"706931348645085184";"Assemblywoman27"
"711672342666043393";"Astrid_NV"
"683458309312008193";"ASU"
"692117653834571776";"ASU"
"694753093750169600";"ASU"
"704818127285125120";"ASU"
"720015751286026240";"ASU"
"720040658073989120";"ASU"
"722850039698104321";"ASU"
"725728164261949441";"ASU"
"727597849542836224";"ASU"
"727598402469498880";"ASU"
"710508477068652544";"ASUBUZZ"
"695647365575782400";"asueducation"
"695737031461175296";"asueducation"
"727672249822498817";"asueducation"
"717787862754861057";"ASUN_UNL"
"697209860597923841";"asuozzo"
"704818127285125120";"ASURepublicans"
"704818127285125120";"ASU_Dems"
"726515818394066944";"ASwoyer"
"702900045704773636";"aterkel"
"705028449384136704";"aterkel"
"705040382359371776";"aterkel"
"707297428911869953";"aterkel"
"711919873656496129";"aterkel"
"717454615952932865";"aterkel"
"692068989502132224";"AthertonKD"
"722385984965357568";"ATHOMEINBKLYN"
"705932017230180354";"Athyrius"
"712485693293867008";"atippins"
"727585457555554304";"ATLairport"
"729646495729917952";"ATLairport"
"727329234297954304";"AtlantaMagazine"
"696746191707574272";"atlemar"
"720942203326107649";"ATLStreetsAlive"
"727164722139807745";"AtlTacoFest"
"727108606370414592";"ATLWatershed"
"722784557112537092";"atomicrick1"
"691810489500897281";"atompkins"
"692554876690305024";"atotalmonet"
"685594169281232896";"atthetopforever"
"718950251990814720";"AttorneyCrump"
"689555168707383296";"AttyAbdul"
"692476755324604417";"AttyAbdul"
"695346690878910464";"AttyAbdul"
"725298893844566016";"AttyAbdul"
"685566256498475008";"AttyTMD"
"698515083547254784";"AttyTMD"
"703391432367673344";"auctnr1"
"703409993295376385";"auctnr1"
"703627423653371904";"auctnr1"
"727569162269241344";"AuditorKY"
"700442362258980864";"AudraMalene"
"702621120432775168";"AudubonFL"
"714950469773369344";"augustine_glenn"
"714825218125004804";"AuroraChamberCO"
"692810332977246208";"aurorasentinel"
"728240844570955776";"aurorasentinel"
"702680558057422849";"Ausbiz"
"728552471677775872";"Ausbiz"
"689949107121692675";"AustinBaird"
"693136629951627265";"AustinBaird"
"707344607168712704";"AustinBaird"
"713831486659497984";"AustinBaird"
"721789729373446144";"AustinBaird"
"685156259679592449";"AustinJenkinsN3"
"704366180954320896";"AustinJenkinsN3"
"707918617598234624";"autaut991"
"710468788743843840";"autaut991"
"684428322466471936";"AuthenticVegas"
"684971659955048448";"AuthenticVegas"
"704839150592131076";"AuthenticVegas"
"725390778651009025";"Autism"
"725390778651009025";"autismspeaks"
"717837657410117633";"AutismSpeaksOH"
"719484713182838784";"autoprofessor17"
"716273732625555456";"Autosinsider"
"728580296321449984";"Autosinsider"
"695810810166317056";"autumnandews08"
"698854046447333376";"autumnandews08"
"721135586958946305";"avaldezdarnell"
"692758902321061888";"avandiver3"
"692760660556541957";"avandiver3"
"692761615222046725";"avandiver3"
"721369962997100545";"AVFCOfficial"
"718086685251149824";"avinovamedia"
"701915035212251136";"aviselk"
"720319641801764864";"aviselk"
"700424916890427392";"AVMAvets"
"689162879325483008";"AvoCigars"
"687757244637646849";"avolberding"
"725020845622566912";"AvonLakeOhio"
"725378986289815552";"AvyDanage"
"727493161753399297";"AwakeTN"
"703804732259717121";"awprokop"
"729364099096711168";"awprokop"
"701089146639613952";"awrichardson"
"705607768313495552";"awzurcher"
"716769891815202816";"awzurcher"
"726956793985822721";"awzurcher"
"702879758053302274";"Axiom_AZ"
"728647975099105280";"AyeMr_Foreman"
"710492109111865349";"AyeVeeGee"
"710494011493056513";"AyeVeeGee"
"710495911739318273";"AyeVeeGee"
"710508369837096960";"AyeVeeGee"
"719927840788127744";"AyeVeeGee"
"704769743933280256";"ayewolfe"
"720275563483521024";"AymanM"
"691992472889724929";"AynsFriend"
"729817297116782592";"AYRFKM1"
"701887937168994304";"AZ1Thomas"
"722838131716661248";"AZ1Thomas"
"724664155714818048";"AZ1Thomas"
"725912049486721030";"AZ1Thomas"
"726080771585245184";"AZ1Thomas"
"726256281531510784";"AZ1Thomas"
"727561180512915456";"AZ1Thomas"
"718558731869401088";"AZ4RDP"
"714980494497021954";"AZadvocacy"
"702635678899671040";"AzAFP"
"706156027381551104";"AZAvondaleNews"
"723640180012261376";"AZCAA"
"686613411795341312";"AzCapitolTimes"
"702637014395416577";"AzCapitolTimes"
"702877892229771264";"AzCapitolTimes"
"704452662490562560";"AzCapitolTimes"
"704769026090672128";"AzCapitolTimes"
"715636440374185984";"AzCapitolTimes"
"718286794303913986";"AzCapitolTimes"
"719633055640473600";"AzCapitolTimes"
"729694951785701377";"AzCapitolTimes"
"718141756768817152";"azcapmedia"
